tipe,kategori,jenis,nilai
mobilitas_sarana_non_simpul,LAPOR,Pantauan Jalan Arteri ATCS,29
mobilitas_sarana_non_simpul,LAPOR,Gerbang Toll Jasa Marga,2
mobilitas_sarana_non_simpul,SARANA,Pantauan Jalan Arteri ATCS,38228
mobilitas_sarana_non_simpul,SARANA,Gerbang Toll Jasa Marga,4525
angkutan_penumpang,PENUMPANG,Angkutan Jalan,4664
angkutan_penumpang,PENUMPANG,Angkutan Penyeberangan,6084
angkutan_penumpang,PENUMPANG,Angkutan Laut,3074
angkutan_penumpang,PENUMPANG,Angkutan Perkeretaapian,68191
angkutan_penumpang,SARANA,Angkutan Jalan,317
angkutan_penumpang,SARANA,Angkutan Penyeberangan,54
angkutan_penumpang,SARANA,Angkutan Laut,120
angkutan_penumpang,SARANA,Angkutan Perkeretaapian,302
angkutan_kendaraan_sdp,KENDARAAN-SDP,Roda 2,247
angkutan_kendaraan_sdp,KENDARAAN-SDP,Roda 4 atau Lebih,1535
angkutan_kendaraan_sdp,KENDARAAN-SDP,Roda 4,658
angkutan_kendaraan_sdp,KENDARAAN-SDP,Bus,82
angkutan_kendaraan_sdp,KENDARAAN-SDP,Truk,795
angkutan_kendaraan_sdp,SARANA,Trip,54
mobilitas_sarana,LAPOR,Angkutan Jalan,26
mobilitas_sarana,LAPOR,Jalan Arteri,29
mobilitas_sarana,LAPOR,Jalan Tol,2
mobilitas_sarana,LAPOR,Angkutan Penyeberangan,11
mobilitas_sarana,LAPOR,Angkutan Laut,77
mobilitas_sarana,LAPOR,Angkutan Perkeretaapian,322
mobilitas_sarana,SARANA,Angkutan Jalan,317
mobilitas_sarana,SARANA,Jalan Arteri,38228
mobilitas_sarana,SARANA,Jalan Tol,4525
mobilitas_sarana,SARANA,Angkutan Penyeberangan,54
mobilitas_sarana,SARANA,Angkutan Laut,120
mobilitas_sarana,SARANA,Angkutan Perkeretaapian,302
